activePower,apparentPower,current,harmonic1,harmonic2,harmonic3,harmonic4,harmonic5,harmonic6,harmonic7,harmonic8,harmonic9,phase,reactivePower,voltage
356,356,96,22211,713,1077,712,1014,590,664,578,1127,189,6,36301
359,359,97,23637,364,417,254,329,594,1208,807,718,155,4,36313
357,357,97,22643,1045,387,418,405,210,616,363,1528,179,5,36296
357,357,97,22844,359,272,69,1002,833,729,148,1029,128,4,36287
357,357,97,22619,135,792,743,468,368,132,734,811,127,4,36296
358,358,97,23330,833,471,524,528,238,210,559,1771,176,5,36299
358,358,97,23423,420,515,160,1530,773,617,423,1248,201,6,36296
357,357,97,22913,340,952,202,1035,507,655,586,1198,165,5,36287
356,356,97,22589,440,614,933,1117,464,1106,236,1188,143,4,36272
356,356,97,22543,238,753,426,712,240,813,516,1832,171,5,36255
358,358,97,23583,396,695,33,421,955,608,397,1146,154,4,36266
356,356,97,22632,776,566,331,1463,364,586,75,1256,195,6,36274
357,357,97,22982,908,850,305,850,770,475,485,790,131,4,36272
355,355,97,22391,654,406,443,640,531,716,295,1573,177,5,36239
356,356,97,22758,533,601,909,914,370,1048,297,985,156,4,36236
357,357,97,23147,417,760,728,680,766,685,422,630,202,6,36259
357,357,97,23049,444,490,588,1292,278,780,486,875,134,4,36275
357,357,97,23023,722,1116,516,579,346,1138,548,1383,125,4,36267
357,357,97,22932,554,831,507,1625,455,669,863,271,192,6,36264
357,357,97,22764,384,1092,697,648,1130,984,159,968,179,5,36282
356,356,97,22583,1138,309,212,925,618,1227,490,570,125,4,36299
358,358,97,23256,533,970,184,404,220,1010,214,1437,161,5,36311
357,357,97,22667,825,383,431,433,693,1475,535,917,136,4,36314
357,357,97,22912,373,482,545,726,569,518,537,480,161,5,36287
358,358,97,23301,716,315,333,1440,1219,576,625,583,168,5,36290
358,358,97,23155,382,325,1016,577,377,793,255,481,188,6,36312
359,359,97,23432,71,459,558,1357,385,1107,510,1138,155,4,36330
358,358,97,23172,226,410,140,1012,393,894,528,856,153,4,36323
358,358,97,23368,819,603,462,198,531,673,630,762,187,6,36301
356,356,97,22393,934,844,508,924,86,1190,734,769,154,4,36284
357,357,97,23097,139,513,289,346,522,1169,489,1299,182,5,36281
357,357,97,22898,1025,646,166,880,594,695,603,1812,162,5,36297
356,357,97,22571,264,887,90,1225,83,1337,576,552,169,5,36309
357,357,97,22842,954,691,878,1068,577,1121,279,1200,161,5,36293
357,357,97,22996,366,862,520,401,650,367,420,1923,124,3,36277
357,357,97,22651,170,1109,432,925,719,1155,398,1267,159,5,36294
357,357,97,22671,103,726,845,785,383,178,844,601,168,5,36307
357,357,97,22993,780,449,667,1498,323,213,686,1670,145,4,36306
355,355,96,22166,359,942,584,649,340,407,180,1596,166,5,36289
357,357,97,22894,201,585,659,179,692,1140,313,958,117,3,36280
356,356,97,22494,1067,859,419,545,295,1855,397,1151,119,3,36297
358,358,97,23084,319,370,827,423,327,1092,103,805,158,5,36300
358,358,97,23418,564,1346,66,146,651,858,412,1041,179,5,36299
358,358,97,23309,376,691,316,304,501,942,282,1332,130,4,36285
356,356,97,22664,422,693,334,193,545,448,397,1188,161,5,36278
355,355,96,22159,632,846,594,515,852,1178,374,1103,176,5,36282
357,357,97,23026,619,1058,761,465,612,1159,321,1235,172,5,36291
356,356,96,22353,181,723,717,797,412,625,319,645,197,6,36310
358,358,97,23119,186,527,467,738,355,336,408,832,142,4,36309
356,356,96,22321,693,427,930,578,438,1956,786,1207,203,6,36301
357,357,97,22762,267,685,491,601,589,523,1468,558,154,4,36278
358,358,97,23183,282,921,319,834,168,1704,600,1654,165,5,36271
357,357,97,22721,628,662,313,727,670,179,366,954,171,5,36278
360,360,98,24251,782,403,789,623,573,583,210,1299,177,5,36282
356,356,97,22618,149,861,534,702,459,1381,494,1505,159,5,36282
357,357,97,23017,959,792,616,449,249,1614,132,1140,180,5,36271
356,356,97,22615,738,548,429,329,322,684,91,1883,174,5,36275
357,357,97,22649,550,517,413,564,256,575,403,922,151,4,36308
357,357,97,22698,863,1404,761,671,522,422,349,1529,120,3,36312
357,358,97,23151,693,992,257,94,367,1148,551,1168,181,5,36276
356,356,97,22531,278,854,304,102,194,904,597,812,185,5,36265
357,357,97,22837,420,869,483,325,199,696,938,1178,160,5,36264
357,357,97,22851,93,1148,249,991,914,1181,588,1685,150,4,36271
357,357,97,23039,407,697,343,679,380,336,556,1284,152,4,36273
357,357,97,22904,509,763,498,623,568,1248,421,1153,207,6,36279
357,357,97,23040,182,307,723,779,461,1153,1165,1449,192,6,36275
357,357,97,22927,507,1225,249,677,950,1236,591,1016,157,5,36289
354,354,96,21612,241,502,488,509,596,841,137,1511,166,5,36301
356,356,97,22537,379,1053,362,585,254,1020,779,2043,189,6,36305
358,358,97,23429,441,702,100,757,320,787,87,1207,187,6,36282
356,356,97,22545,792,494,793,729,599,302,795,1862,153,4,36257
357,357,97,22871,543,722,713,142,358,700,401,867,146,4,36251
357,357,97,22823,29,798,225,395,138,694,316,1461,166,5,36263
358,358,97,23285,532,950,647,432,567,961,463,1378,181,5,36277
357,357,97,23030,961,515,769,678,636,1437,685,690,157,5,36275
357,357,97,22990,296,1033,798,482,166,846,436,1220,202,6,36262
357,357,97,22853,74,585,381,607,1180,1227,601,695,135,4,36278
357,357,97,22980,724,941,281,510,321,332,159,1115,173,5,36289
357,358,97,23095,596,327,696,285,884,471,451,1347,181,5,36283
357,357,97,22886,291,574,632,643,459,1356,435,1187,171,5,36256
356,357,97,22867,532,853,196,882,988,971,361,1734,191,6,36236
357,357,97,23162,1136,1135,87,430,753,1117,731,801,157,5,36234
357,357,97,23145,643,501,525,443,379,811,118,752,220,7,36249
357,357,97,22938,944,1041,671,651,778,812,442,1663,186,5,36261
356,356,97,22557,493,1345,644,375,473,950,1252,1722,134,4,36262
357,357,97,22840,19,1086,458,503,225,1127,606,820,113,3,36254
356,356,97,22587,244,504,632,618,726,873,889,1052,180,5,36247
357,357,97,22867,302,518,235,155,85,1172,563,1817,197,6,36254
357,357,97,22844,496,925,549,419,438,1214,506,1201,165,5,36248
357,357,97,23141,889,488,493,580,417,982,802,1061,165,5,36255
357,357,97,22963,152,969,420,216,519,1101,475,1347,182,5,36242
357,357,97,22968,762,952,385,951,403,918,167,914,148,4,36256
357,357,97,22881,430,997,45,493,806,213,839,826,159,5,36284
359,359,97,23751,712,735,195,724,391,784,424,1214,174,5,36306
357,357,97,22983,739,515,694,949,312,473,840,2118,143,4,36294
356,356,97,22586,835,993,556,413,775,528,694,809,144,4,36274
357,357,97,23025,233,1425,313,704,568,832,312,1467,178,5,36272
357,357,97,22795,288,1148,260,517,766,428,407,1390,151,4,36283
357,357,97,22822,585,689,694,1275,86,1511,599,1112,151,4,36296
356,356,97,22408,499,734,481,1136,515,847,555,881,144,4,36288
357,357,97,22965,545,1358,340,594,430,1700,579,1307,125,4,36291
358,358,97,23117,314,382,491,718,628,926,430,1530,157,5,36285
357,357,97,22991,215,1019,409,229,423,919,470,1029,154,4,36287
358,358,97,23140,345,1214,338,517,156,717,1055,697,115,3,36292
359,359,97,23538,161,718,426,637,127,852,313,948,179,5,36294
357,357,97,22801,909,1414,743,695,353,661,76,670,140,4,36293
357,357,97,22733,470,883,807,1191,301,1391,466,1349,137,4,36309
356,356,97,22426,325,604,250,846,222,670,307,1036,120,3,36314
357,357,97,22948,292,528,503,1511,659,561,555,1007,183,5,36315
356,356,97,22466,491,555,761,345,836,521,486,1413,200,6,36312
357,357,97,22767,521,697,120,1217,616,1417,643,705,114,3,36297
357,357,97,22737,854,531,293,897,1142,593,435,1400,163,5,36282
356,356,97,22440,567,1070,200,933,88,1099,512,533,197,6,36282
355,355,96,22109,689,690,632,967,606,474,671,616,159,5,36286
358,358,97,23484,223,1054,354,772,177,117,356,1067,162,5,36283
357,357,97,22879,1017,814,604,662,802,711,663,1159,168,5,36282
357,357,97,22814,507,448,204,785,403,801,38,622,176,5,36305
358,358,97,23398,459,339,945,760,361,801,454,762,167,5,36306
357,357,97,23013,184,508,975,457,669,475,431,1189,160,5,36303
357,357,97,22880,90,940,569,582,295,702,721,1319,160,5,36277
357,357,97,22911,112,1096,1551,523,69,1364,538,778,185,5,36260
356,356,97,22594,673,272,392,361,330,668,110,932,131,4,36250
358,358,97,23499,291,410,263,997,235,761,300,876,192,6,36269
358,358,97,23064,205,879,790,994,732,932,71,2123,171,5,36294
356,356,97,22509,277,626,596,430,124,948,259,1451,117,3,36284
358,358,97,23293,615,1056,718,230,142,956,644,1081,127,4,36267
357,357,97,22936,433,859,517,1207,1171,771,279,1497,114,3,36263
356,356,97,22647,426,741,478,604,375,474,471,1301,173,5,36263
358,358,97,23308,190,884,489,1033,217,562,173,1126,122,3,36269
356,356,97,22576,317,1029,740,429,389,700,744,1085,119,3,36287
355,355,96,21999,364,491,454,772,118,744,89,845,171,5,36289
357,357,97,22965,445,630,251,643,344,1431,515,1133,170,5,36265
355,355,97,22204,221,1122,519,388,249,1057,127,1095,128,4,36250
355,356,97,22367,474,1144,915,485,235,1153,96,1234,190,6,36257
357,357,97,22833,412,358,472,979,401,1067,349,875,156,4,36260
356,356,97,22711,620,666,667,617,614,739,975,1659,147,4,36252
357,357,97,23235,120,243,785,765,805,916,273,1329,168,5,36244
357,357,97,23075,352,620,637,423,92,513,563,1116,174,5,36254
356,357,97,22740,647,343,247,431,731,840,350,885,182,5,36261
355,355,96,22168,819,552,299,361,281,1026,561,827,175,5,36259
357,357,97,22914,793,1645,362,702,312,733,242,923,133,4,36243
355,356,97,22460,936,467,731,718,252,1143,598,1182,148,4,36235
357,357,97,22894,398,1163,987,683,672,1753,583,1218,208,6,36239
355,355,96,22115,422,801,259,278,745,493,640,2033,146,4,36242
356,356,97,22720,295,777,195,1075,178,1014,529,1680,156,5,36235
356,356,97,22832,547,897,341,1085,720,1332,794,1580,167,5,36237
356,356,97,22774,321,851,630,444,573,773,25,989,172,5,36244
356,356,97,22459,380,269,226,718,405,883,490,1548,145,4,36266
358,358,97,23318,819,437,292,263,613,938,155,1452,171,5,36283
357,357,97,22767,947,459,788,487,464,611,981,1686,95,3,36283
357,358,97,23189,610,708,642,697,240,1682,497,1177,212,6,36267
357,357,97,22868,283,1221,340,1068,262,677,397,628,184,5,36246
357,357,97,22619,418,596,135,711,348,754,547,789,119,3,36295
357,357,97,22607,1067,760,344,623,805,1225,701,1168,209,6,36316
358,358,97,23055,547,416,235,729,451,853,356,940,106,3,36298
357,357,97,22810,946,1459,152,105,772,1284,589,1069,142,4,36290
358,358,97,23197,106,658,649,457,562,913,737,690,142,4,36292
357,357,97,22791,754,435,511,1217,332,969,499,1128,145,4,36271
356,356,97,22743,189,881,324,361,352,891,35,1797,153,4,36265
357,357,97,22767,636,1212,325,493,539,1297,461,1421,177,5,36273
356,356,97,22552,518,1252,471,568,760,710,1093,1563,178,5,36270
356,356,97,22668,441,890,638,156,125,576,291,1162,154,4,36269
359,359,97,23671,759,816,264,647,391,1120,356,1084,180,5,36284
357,357,97,22920,895,431,443,426,465,780,453,1220,162,5,36283
358,358,97,23478,410,227,615,595,402,658,606,1146,186,5,36283
355,355,96,21945,78,382,437,1014,573,381,707,1405,124,3,36269
357,357,97,22846,889,55,698,1153,636,913,597,1182,189,6,36272
357,357,97,22968,407,875,552,812,489,1600,502,1379,203,6,36282
356,356,96,22214,84,1383,364,862,810,773,403,461,135,4,36294
356,356,97,22451,395,1327,164,276,211,1011,138,1534,155,4,36283
358,358,97,23318,280,451,583,952,47,628,656,940,160,5,36281
357,357,97,22943,805,841,386,689,1041,202,474,1222,202,6,36286
357,357,97,22835,132,1206,316,943,1077,960,712,1412,131,4,36289
356,357,97,22601,836,1689,630,818,544,640,493,1141,137,4,36307
356,356,97,22356,680,968,370,496,217,1546,372,847,114,3,36308
358,358,97,23145,602,954,611,466,747,642,429,579,137,4,36298
358,358,97,23156,181,510,180,1166,694,827,779,889,175,5,36289
358,358,97,23144,771,1430,486,597,165,803,612,1240,191,6,36291
356,356,97,22539,337,780,327,1041,235,218,721,918,130,4,36304
357,357,97,22629,596,1212,634,902,190,597,349,1205,130,4,36329
358,358,97,23258,342,1146,576,671,295,1624,489,1303,180,5,36332
357,357,97,22527,712,715,758,777,136,560,549,709,162,5,36335
357,357,97,22750,500,975,437,794,485,857,340,1136,166,5,36342
357,357,97,22817,714,1525,570,1079,557,139,430,1361,100,3,36347
357,357,97,22620,90,874,165,206,292,457,197,1344,160,5,36361
359,359,97,23611,714,1074,164,951,863,785,364,1012,157,5,36349
358,358,97,22936,455,770,616,478,302,1048,265,1519,137,4,36336
358,358,97,23051,304,979,300,1319,562,1138,614,747,165,5,36351
359,359,97,23188,887,1252,146,468,468,1718,245,1347,126,4,36368
358,358,97,22909,834,825,600,1239,719,891,442,1735,172,5,36370
360,360,97,23754,628,1050,643,1300,233,1238,242,1142,194,6,36365
359,359,97,23569,812,114,556,711,219,621,545,1798,179,5,36367
358,358,97,22872,624,1149,1020,1670,346,1046,171,910,146,4,36365
358,358,97,23152,996,858,394,87,63,1173,304,761,202,6,36372
360,360,97,23632,679,998,360,395,444,1139,161,2089,169,5,36381
359,359,97,23209,344,1218,450,469,1044,1734,237,1769,160,5,36378
358,358,97,23084,970,917,151,618,566,1317,655,1190,169,5,36360
359,359,97,23607,310,490,324,943,800,809,430,1267,126,4,36354
357,357,97,22383,660,1114,343,428,751,1222,396,1750,146,4,36370
357,357,97,22533,319,641,212,378,399,1182,955,1541,204,6,36377
357,357,97,22628,300,579,1027,1018,411,719,597,564,108,3,36373
359,359,97,23338,393,1520,727,384,292,209,132,1395,146,4,36360
359,359,97,23514,550,1015,439,311,357,593,126,784,181,5,36364
357,357,97,22601,820,793,194,825,535,916,274,1266,179,5,36353
357,357,97,22433,360,492,325,296,398,911,818,1463,146,4,36350
359,359,97,23209,414,907,414,503,591,1289,562,1441,182,5,36353
359,359,97,23410,175,881,120,928,542,1141,325,462,115,3,36368
360,360,97,23690,656,937,282,315,268,269,331,1382,156,5,36362
358,358,97,23054,328,957,386,746,470,1049,418,498,175,5,36354
358,358,97,22848,429,645,349,582,624,674,924,970,126,4,36354
358,358,97,23180,718,1263,165,1009,417,1148,857,1598,214,6,36364
360,360,98,23941,430,841,552,789,520,1215,981,876,150,4,36366
359,359,97,23375,422,888,512,765,375,415,402,1119,204,6,36372
358,358,97,22993,178,575,747,845,237,1596,630,302,175,5,36352
358,358,97,23000,457,641,294,444,130,857,641,1796,163,5,36357
358,358,97,23111,384,1181,366,103,328,261,356,1365,182,5,36371
357,357,97,22636,619,924,415,770,617,924,349,1761,170,5,36388
359,359,97,23516,884,643,537,361,354,791,283,923,171,5,36383
359,359,97,23311,182,652,465,785,333,1105,195,1436,124,3,36387
359,359,97,23310,501,854,362,1516,183,376,278,1298,159,5,36384
359,359,97,23231,731,1042,779,1562,324,427,550,1203,209,6,36389
360,360,97,23706,215,1303,636,1042,725,491,633,1857,158,5,36391
360,360,97,23544,639,636,202,161,795,1529,500,987,160,5,36393
358,358,97,23002,422,879,626,430,1045,1039,387,1658,188,6,36384
360,360,97,23754,687,1289,387,923,82,888,337,459,202,6,36380
357,357,96,22196,473,916,164,659,619,555,773,1327,176,5,36406
358,358,97,22680,790,660,319,1289,503,840,350,993,152,4,36434
360,360,97,23518,1034,906,248,569,953,1593,155,705,150,4,36429
359,359,97,23081,460,737,391,1587,818,1082,128,1099,212,6,36411
360,360,97,23440,127,495,546,244,706,1081,424,2057,154,4,36417
359,359,97,23172,463,508,385,712,818,960,554,1604,143,4,36439
357,357,96,22263,454,173,677,663,154,1400,688,1358,167,5,36442
360,360,97,23670,313,1267,514,607,491,681,191,1159,160,5,36418
357,357,97,22302,871,1485,215,956,46,1060,255,1028,153,4,36400
359,359,97,23165,580,1556,481,545,302,227,548,1478,151,4,36406
359,359,97,23153,635,918,734,904,321,1105,378,1481,133,4,36422
358,358,97,22682,511,1188,385,447,125,1517,690,1347,182,5,36428
359,359,97,23153,230,1514,587,627,86,1235,718,1191,200,6,36416
359,359,97,23098,677,453,360,958,523,897,335,1353,168,5,36391
359,359,97,23451,500,1061,281,773,496,804,217,1794,191,6,36384
358,358,97,23006,543,1217,311,435,594,865,474,1047,150,4,36402
359,359,97,23148,448,746,451,649,1067,873,598,1038,125,4,36421
360,360,97,23360,446,1431,110,529,1038,1042,112,1072,179,5,36431
359,359,97,23004,172,1308,666,403,75,460,489,1035,156,5,36427
361,361,97,23835,148,189,233,1350,322,1058,461,772,165,5,36419
359,359,97,23246,652,170,425,1074,833,886,80,1089,222,7,36415
358,358,97,22938,335,1572,441,1103,217,1010,553,1030,163,5,36418
358,358,97,22787,535,1020,659,416,256,1008,146,825,161,5,36421
359,359,97,23276,226,1702,478,365,124,991,645,1496,132,4,36428
359,359,97,23194,248,353,587,988,414,1275,457,819,173,5,36421
358,358,97,22727,785,528,945,495,661,1140,465,789,141,4,36434
359,359,97,23106,993,940,593,715,450,814,964,1261,189,6,36433
359,359,97,23062,660,1098,239,1232,596,873,139,1299,153,4,36426
358,358,97,22696,345,1170,242,721,178,1305,496,1129,120,3,36430
359,359,97,23017,611,701,1087,564,587,1683,549,1043,196,6,36419
357,357,97,22550,805,304,168,505,752,1077,454,931,118,3,36402
358,358,97,22994,202,402,693,1197,690,220,215,992,131,4,36401
359,359,97,23149,340,665,368,438,321,1301,233,1237,165,5,36415
360,360,97,23678,399,763,129,298,810,716,597,270,165,5,36423
359,359,97,23222,607,1007,1164,109,304,837,142,1374,215,6,36425
357,357,97,22247,597,594,680,669,442,351,576,1062,164,5,36408
358,358,97,22976,522,553,748,930,128,511,827,1019,166,5,36405
357,357,97,22523,329,577,486,563,283,1183,417,786,174,5,36400
358,358,97,22970,754,291,29,868,148,1293,351,1412,156,5,36412
357,357,97,22513,696,888,111,1319,237,803,521,889,119,3,36408
359,359,97,23333,284,425,445,866,304,156,583,1737,152,4,36393
359,359,97,23283,730,1697,497,277,931,1482,921,870,163,5,36390
357,357,97,22551,397,323,392,718,536,1167,411,869,152,4,36394
357,358,97,22573,270,859,466,498,216,725,138,1348,166,5,36406
359,359,97,23336,556,808,112,248,1075,377,335,1420,121,3,36399
359,359,97,23127,491,554,702,842,141,568,735,1220,169,5,36390
358,358,97,22892,970,1035,465,766,932,964,42,293,191,6,36405
359,359,97,23050,1170,1559,434,932,459,733,990,798,103,3,36413
357,358,97,22497,289,1298,535,667,308,1798,320,1162,189,6,36425
360,360,97,23551,365,1170,454,578,669,1397,591,709,211,6,36421
360,360,97,23568,548,1045,573,751,83,1105,233,1369,206,6,36420
359,359,97,23085,640,509,169,1434,460,1267,906,1249,146,4,36422
359,359,97,23281,691,896,397,126,732,1163,553,1201,111,3,36437
358,358,97,22790,834,623,1249,383,1166,377,400,1256,194,6,36443
358,358,97,22872,272,924,436,808,191,629,320,856,221,7,36436
359,359,97,23294,593,835,94,579,410,776,356,872,181,5,36437
358,358,97,22702,463,803,192,1048,486,1219,594,1634,154,4,36426
361,361,97,23851,449,773,345,522,928,423,424,1053,152,4,36425
360,360,97,23560,228,1232,509,701,498,1173,1127,1873,188,6,36419
359,359,97,23048,700,211,750,813,146,754,270,1213,146,4,36431
360,360,97,23679,589,492,551,667,292,1140,428,1411,141,4,36438
358,358,97,22846,207,957,399,727,294,720,428,925,154,4,36426
358,358,97,22835,298,800,576,1041,516,1224,302,1081,180,5,36423
358,358,97,22771,112,835,717,426,128,350,178,1248,205,6,36419
359,359,97,23305,247,308,395,709,669,1037,582,1067,122,3,36426
359,359,97,23118,501,1228,391,1030,628,1035,327,1261,224,7,36427
359,359,97,23062,632,732,240,696,562,560,227,1096,193,6,36420
359,359,97,23088,200,722,216,910,502,898,529,1192,169,5,36413
359,359,97,23134,820,840,1198,314,482,597,244,831,151,4,36413
359,359,97,23281,125,903,276,1457,612,672,599,1080,146,4,36424
358,358,97,22809,309,962,194,1528,154,1779,361,1009,167,5,36413
359,359,97,23114,835,514,609,927,345,1446,573,1415,94,3,36410
360,360,97,23621,47,1071,477,567,204,630,233,1150,172,5,36403
359,359,97,23131,794,547,237,737,272,887,886,517,240,7,36416
358,358,97,22875,285,590,600,680,176,1293,598,1242,144,4,36407
360,360,97,23622,268,743,728,728,180,976,296,498,183,5,36425
360,360,97,23377,433,544,730,220,221,1207,720,1526,194,6,36426
360,360,97,23513,357,948,429,869,609,975,617,1309,190,6,36415
358,358,97,22860,728,1378,669,506,398,1383,359,868,145,4,36425
360,360,97,23437,353,594,349,675,304,1014,595,1322,149,4,36416
359,359,97,23177,141,1103,141,785,520,1150,334,1343,162,5,36409
359,359,97,23116,1039,369,167,261,546,1102,368,997,192,6,36417
360,360,97,23786,415,1338,281,835,752,873,474,577,152,4,36419
360,360,97,23625,64,1144,387,698,445,940,888,1017,119,3,36413
359,359,97,23335,633,947,500,576,365,647,529,1560,146,4,36408
360,360,97,23745,326,803,106,146,379,368,765,1202,139,4,36410
358,358,97,22974,306,404,497,995,462,329,533,1179,101,3,36409
358,358,97,22883,344,602,385,760,264,910,620,1324,127,4,36423
358,358,97,22649,544,530,502,405,408,754,181,856,189,6,36430
358,358,97,22610,441,57,298,351,651,668,268,818,164,5,36422
359,359,97,23143,609,210,384,402,307,778,1078,1591,89,2,36418
359,359,97,23430,920,1444,219,194,304,1320,539,1055,149,4,36407
359,359,97,23236,507,776,520,292,1104,840,361,1321,158,5,36397
359,359,97,23381,264,1056,917,568,375,86,485,1016,133,4,36401
358,358,97,23076,380,477,876,854,201,940,398,1092,168,5,36392
360,360,97,23433,299,398,778,986,577,534,302,672,148,4,36408
359,359,97,23181,4,624,355,557,678,1671,320,665,147,4,36411
358,358,97,22878,27,974,773,552,356,610,415,1146,199,6,36415
359,359,97,23277,201,838,125,958,998,821,265,1381,148,4,36438
360,360,97,23443,661,1821,254,836,115,906,241,965,158,5,36444
360,360,97,23620,518,734,378,938,278,1194,818,996,126,4,36441
361,361,97,23800,791,896,224,1363,267,645,332,1549,189,6,36433
360,360,97,23407,113,930,361,1277,694,642,316,558,159,5,36435
359,359,97,23207,774,859,582,735,300,1175,263,1146,185,5,36429
361,361,97,23759,521,838,352,981,482,835,416,1676,177,5,36444
360,360,97,23653,463,1172,720,612,449,1191,251,1141,173,5,36449
360,360,97,23433,488,1324,176,1389,169,789,643,1215,140,4,36448
358,358,97,22751,561,421,599,527,534,1001,1782,1539,170,5,36433
360,360,97,23468,233,917,462,719,55,1375,101,635,143,4,36441
360,360,97,23476,529,1039,394,957,241,1383,703,1633,148,4,36446
359,360,97,23309,221,721,139,589,507,510,583,1120,170,5,36435
360,360,97,23448,928,708,456,1160,368,440,720,892,141,4,36428
360,361,97,23734,689,1095,578,971,534,1544,109,1697,137,4,36437
361,361,98,24007,522,1228,473,349,459,646,358,985,177,5,36442
359,359,97,22989,153,613,622,798,860,911,206,1412,189,6,36422
358,358,97,22798,311,470,264,592,504,818,116,1351,203,6,36426
360,360,97,23644,374,1048,590,346,40,790,715,1143,148,4,36430
361,361,97,23767,950,1226,184,1485,351,1102,630,1402,174,5,36439
360,360,97,23300,306,692,281,1055,179,670,505,1171,164,5,36446
358,358,97,22736,208,1249,765,404,347,834,779,803,161,5,36452
359,359,97,23225,319,866,174,455,310,645,238,1046,155,4,36444
360,360,97,23588,334,275,471,848,406,955,586,705,176,5,36445
358,358,97,22663,401,728,457,1423,117,490,200,1435,198,6,36444
359,359,97,23231,576,462,919,819,51,1353,393,1417,114,3,36451
360,360,97,23456,734,214,771,792,560,769,422,1091,165,5,36472
359,359,97,23148,764,754,128,561,242,1052,359,1059,122,3,36471
359,359,97,22934,706,1129,123,1048,692,466,343,947,111,3,36461
359,359,97,23179,979,274,615,569,982,1377,807,974,235,7,36463
360,360,97,23389,490,318,550,1043,309,860,230,898,138,4,36462
360,360,97,23526,687,983,556,470,378,356,368,1154,152,4,36478
360,360,97,23256,806,1004,386,936,398,1455,589,1146,172,5,36462
357,357,97,22420,814,377,516,621,491,449,284,594,210,6,36433
359,359,97,23196,694,514,635,493,679,613,746,1033,154,4,36423
360,360,97,23520,425,1450,1034,1534,624,889,113,1425,179,5,36431
358,359,97,22862,418,855,1014,1165,319,910,645,988,142,4,36442
359,359,97,23267,615,869,1067,625,1240,851,854,1461,162,5,36432
359,359,97,23297,879,955,439,444,298,829,205,1806,125,4,36414
359,359,97,23308,1250,932,599,563,579,1156,675,1641,133,4,36391
360,360,97,23663,470,463,1013,631,1344,692,57,849,137,4,36408
360,360,97,23726,596,516,721,697,356,986,429,1440,197,6,36431
359,359,97,22975,790,588,719,663,601,885,297,445,151,4,36445
360,360,97,23543,809,657,388,748,529,833,535,1207,138,4,36426
358,358,97,22896,743,1361,973,668,838,671,260,1706,155,4,36397
359,359,97,23224,385,518,268,279,354,564,396,974,204,6,36392
359,359,97,23426,741,863,227,938,486,1245,333,1106,210,6,36409
359,359,97,23030,849,209,590,559,664,981,215,1021,154,4,36420
358,358,97,22999,265,649,56,642,342,961,922,1839,181,5,36401
359,359,97,23384,706,918,139,823,508,1284,555,329,130,4,36380
358,358,97,23004,1254,885,248,799,157,536,445,1100,163,5,36379
